ligand_id,SMILES
QBY_5G20_A_1424,[H]c1nc2c([H])c([H])c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2c(SC([H])([H])C([H])([H])[H])c1C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
QD0_4BKT_F_302,[H]O[C@@]1([H])C([H])([H])N(C(=O)C([H])([H])c2onc(C([H])([H])[H])c2[H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C1([H])[H]
QHG_5FQR_A_1546,[H]Oc1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]2([H])c1c([H])c([H])c(/C([H])=C(\[H])C(=O)[O-])c([H])c1[H]
QIG_3GXL_A_999,[H]c1c(-c2nc(N([H])c3c([H])c([H])c4c(c([H])nn4[H])c3[H])c3c([H])c([H])c([H])c([H])c3n2)nc(C([H])([H])[H])c([H])c1[H]
QIV_5A3X_A_1482,[H]Oc1c([H])c([H])c2sc(N([H])C(=O)C([H])([H])[H])nc2c1[H]
QJ9_3QJ9_A_600,[H]c1nc(N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(n3c(=O)n(C([H])([H])C([H])([H])[H])c4c([H])c([H])c([H])c([H])c43)C2([H])[H])nc(-c2oc3c([H])c([H])c([H])c([H])c3c2[H])c1[H]
QK5_3QK5_B_600,[H]c1nc(N2C([H])([H])C([H])([H])C([H])([H])[C@]([H])(c3c(C([H])([H])[H])n(C([H])([H])C#N)c4nc([H])c([H])c([H])c34)C2([H])[H])nc(-c2sc3c([H])c([H])c([H])c([H])c3c2[H])c1[H]
QL7_6UYA_A_501,[H]OC(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(F)C([H])([H])N1C(=O)c2c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c(N([H])C(=O)c3c([H])nn4c([H])c([H])c([H])nc34)c([H])c2C1([H])[H]
QN7_4ACU_A_1506,[H]c1nc([H])c([H])c([C@]2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c(OC([H])([H])[H])c4F)c3[H])N=C(N([H])[H])N3C2=NC([H])([H])C(F)(F)C3([H])[H])c1[H]
QPP_2JC6_C_1314,[H]c1c([H])c([H])c(-c2nc(N([H])c3nn([H])c(C([H])([H])[H])c3[H])c3c([H])c([H])c([H])c([H])c3n2)c([H])c1[H]
QPR_5MQK_B_1201,[H]c1c([H])c([H])c2c(c1[H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H]
QS5_5ADR_A_2115,[H]c1c(C(=O)N([H])c2c([H])c([H])c(C(=O)N([H])C([H])([H])C3(c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2[H])oc(C([H])([H])[H])c1[H]
QSI_1QTQ_A_998,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[S@@](=O)([O-])=NC(=O)[C@]([H])(C([H])([H])C([H])([H])C(=O)N([H])[H])[N+]([H])([H])[H]
QUE_3NVY_L_1356,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2O[H])c([H])c1O[H]
QYD_5ALP_A_1554,[H]c1c([H])c([H])c([C@]2([H])SC([H])([H])C([H])([H])N(C(=O)N([H])c3c([H])c([H])c([N+](=O)[O-])c([H])c3[H])C2([H])[H])c([H])c1[H]
R2P_3BFU_C_264,[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])c1nsn([H])c1=O
R30_4YLU_D_401,[H]c1sc([H])c(C([H])([H])N(C(=O)C([H])([H])n2nnc3c([H])c([H])c([H])c([H])c32)c2c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c2[H])c1[H]
R39_3HV6_A_361,[H]c1c([H])c(N([H])C(=O)N([H])c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
R40_5IYY_B_501,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])c([H])c1[H]
R48_3GCU_A_401,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nn3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])c2c([H])c(N([H])[H])c([H])c([H])c2n1
R4E_4UVS_A_2166,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2c1N([H])[H]
R5P_3UW1_A_400,[H]OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H]
R70_6HXF_B_401,[H]c1c([H])c([H])c(C(=O)c2c([H])c([H])c(N([H])C3=C(c4c([H])c([H])c([H])c([H])c4OC([H])([H])[H])C(=O)N([H])C3=O)c([H])c2[H])c([H])c1[H]
R82_4AA7_A_1454,[H]c1c([H])c([H])c2c(c1[H])N(S(=O)(=O)c1c([H])c(N([H])C(=O)C([H])([H])[H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H])[C@]([H])(C([H])([H])[H])C2([H])[H]
R8C_5G5W_A_1778,[H]c1c([H])c([H])c([C@@]([H])(Oc2c([H])c([H])c3c(c([H])nn3-c3c([H])c([H])c(F)c([H])c3[H])c2[H])[C@@]([H])(N([H])C(=O)C(F)(F)F)C([H])([H])[H])c([H])c1[H]
R91_5WH5_A_501,[H]c1c([H])c(C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(O[C@@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c1OC([H])(F)F
RAB_3GLQ_A_602,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@@]([H])(O[H])[C@]1([H])O[H]
RB0_5IAI_A_501,[H]OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]
RBF_3A3B_A_191,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])n1c2nc(=O)n([H])c(=O)c-2nc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c21
RBF_4R38_C_201,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])n1c2nc(=O)n([H])c(=O)c-2nc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c21
RBF_5W4Z_B_502,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])n1c2nc(=O)n([H])c(=O)c-2nc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c21
RBV_5AXD_A_502,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2nc(C(=O)N([H])[H])nc2[H])[C@]([H])(O[H])[C@]1([H])O[H]
RCG_5ZC9_B_600,[H]O[C@]1([H])[C@]([H])(C(=O)N(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])c([H])c2[H])[C@]2(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])Oc3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3[C@]12O[H]
RE2_3FTU_A_710,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])c2c([H])c(O[H])c([H])c(O[H])c2[H])c([H])c1[H]
REE_3MS5_A_391,[H]N(C([H])([H])C([H])([H])C(=O)[O-])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
RET_3HX3_A_400,[H]C(=O)/C([H])=C(C(/[H])=C([H])\C([H])=C(C(\[H])=C(/[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])/C([H])([H])[H])\C([H])([H])[H]
RET_4QYP_B_201,[H]C(=O)/C([H])=C(C(/[H])=C([H])/C([H])=C(C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H]
RF1_3G1O_A_237,[H]c1sc(-c2noc(C3([H])C([H])([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])n2)c([H])c1[H]
RF2_3G1L_A_237,[H]c1c([H])c([H])c(-c2nc(-c3c([H])c([H])c(F)c([H])c3[H])n([H])n2)c([H])c1[H]
RF3_3G1M_A_217,[H]c1sc(-c2noc(C3([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])c4sc([H])c([H])c4[H])C([H])([H])C3([H])[H])n2)c([H])c1[H]
RFM_4YOJ_B_401,[H]c1sc([H])c(C([H])([H])N(C(=O)C([H])([H])n2nnc3c([H])c([H])c([H])c([H])c32)c2c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H]
RGG_3GA5_B_401,[H]OC([H])([H])[C@@]([H])(O[H])C([H])([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H]
RGK_4BU6_A_2165,[H]c1c([H])c(N([H])[H])c([H])c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2c(=O)n1[H]
RIB_1RKD_A_311,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
RIB_3GO6_A_305,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
RIB_4RK0_C_401,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
RIB_4RK1_C_401,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
RIB_4XDA_A_401,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
RIB_6ILS_B_402,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H]
RJE_5ANT_A_1157,[H]c1c([H])c([H])c(C([H])([H])[n+]2c([O-])nc3c(N([H])C([H])([H])[H])n([H])c(OC([H])([H])C([H])([H])OC([H])([H])[H])nc2-3)c([H])c1[H]
RNN_3RNN_A_280,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])N([H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H]
RNS_1X8D_B_1106,[H]O[C@@]1([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
ROL_3G4K_A_901,[H]c1c([H])c([C@@]2([H])C([H])([H])C(=O)N([H])C2([H])[H])c([H])c(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1OC([H])([H])[H]
RPN_1PX0_A_1001,[H]O[C@]([H])(c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H])C([H])([H])N=[N+]=[N-]
RRC_3DDQ_C_299,[H]OC([H])([H])[C@]([H])(N([H])c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c2nc([H])n(C([H])(C([H])([H])[H])C([H])([H])[H])c2n1)C([H])([H])C([H])([H])[H]
RSM_3HCH_A_1001,[H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[S@+]([O-])C([H])([H])[H])C([H])([H])[H]
RT8_2XC3_A_1434,[H]c1nc([H])c([H])c(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c1[H]
RTK_4BGK_A_401,[H]C([H])(C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[P@]([H])(=O)[O-]
RTL_1AQB_A_185,[H]OC([H])([H])/C([H])=C(C(/[H])=C([H])/C([H])=C(C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H]
RTL_1CRB_A_200,[H]OC([H])([H])/C([H])=C(C(/[H])=C([H])/C([H])=C(C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H]
RTL_4QZU_C_201,[H]OC([H])([H])/C([H])=C(C(/[H])=C([H])/C([H])=C(C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H]
RTL_5H8T_A_201,[H]OC([H])([H])/C([H])=C(C(/[H])=C([H])/C([H])=C(C(/[H])=C(\[H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H]
RUG_3G2I_A_998,[H]OC([H])([H])c1nnn([C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])c1[H]
RUJ_4BHI_A_401,[H]C([H])([H])N(C([H])([H])C([H])([H])C(=O)[O-])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
S0D_3WK7_A_603,[H]c1nn(C([H])([H])[H])c([H])c1-c1nc2c([H])c([H])c([H])c([H])c2n1[H]
S0G_3WKA_A_603,[H]N([H])c1c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)n([H])c(=O)n1C([H])([H])[H]
S0I_3WKB_A_603,[H]c1c([H])c([H])c(C([H])([H])N2c3c([H])c([H])c([H])c([H])c3N([H])C(=O)C2([H])[H])c([H])c1[H]
S1A_1W96_B_1567,[H]O[C@]1([H])[C@@]([H])(OC([H])([H])[H])[C@]2(O[H])O[C@]([H])([C@@]1([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])/C([H])=C(\[H])[C@@]([H])(OC([H])([H])[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])OC(=O)[C@@]2([H])C([H])([H])[H]
S1A_3GID_A_1000,[H]O[C@]1([H])[C@@]([H])(OC([H])([H])[H])[C@]2(O[H])O[C@]([H])([C@@]1([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])/C([H])=C(\[H])[C@@]([H])(OC([H])([H])[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])OC(=O)[C@@]2([H])C([H])([H])[H]
S2P_3BFT_C_264,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1nsn([H])c1=O
S36_4L93_A_301,[H]Oc1c([H])c(O[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(=O)N1C([H])([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C1([H])[H]
S38_3ANS_B_602,[H]c1c([H])c([H])c([C@@]2([H])C([H])([H])[C@]2([H])N([H])C(=O)c2c([H])c([H])c(C#N)c([H])c2[H])c([H])c1[H]
S41_3S41_A_4000,[H]c1nc(C([H])([H])[H])c([H])nc1N([H])C(=O)c1c([H])c(Oc2c([H])nc(C(=O)N(C([H])([H])[H])C([H])([H])[H])nc2[H])c2c([H])c(C([H])([H])[H])oc2c1[H]
S76_5FSO_A_1158,[H]c1c(N([H])C([H])([H])[H])n([H])c(=O)n([H])c1=O
S8M_5EEG_B_401,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])([c-]1nnnn1)[N+]([H])([H])[H]
SA0_6RJO_B_501,[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H]
SAG_2V5Z_B_1498,[H]/C(=N\[C@]([H])(C(=O)N([H])[H])C([H])([H])[H])c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H]
SAM_5LSU_B_1304,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])[S@@+](C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])N([H])[H]
SAV_4O78_A_201,[H]c1nc(N([H])c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])nc(N([H])c2c([H])c([H])c3c(C([H])([H])[H])nn([H])c3c2[H])c1[H]
SB0_4FA2_A_402,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(n2c([H])nc(-c3c([H])c([H])c(F)c([H])c3[H])c2-c2nc(OC([H])([H])[H])nc([H])c2[H])C([H])([H])C1([H])[H]
SB2_3MPA_A_361,[H]c1nc([H])c([H])c(-c2nc(-c3c([H])c([H])c([S@@+]([O-])C([H])([H])[H])c([H])c3[H])n([H])c2-c2c([H])c([H])c(F)c([H])c2[H])c1[H]
SCT_1OF1_B_500,[H]OC([H])([H])[C@@]1([H])[C@]2([H])C([H])([H])[C@]2(n2c([H])c(C([H])([H])[H])c(=O)n([H])c2=O)C([H])([H])[C@]1([H])O[H]
SCX_2R3M_A_501,[H]c1nc(N([H])[H])nc([H])c1C([H])([H])N([H])c1c([H])c(-c2c(F)c([H])c([H])c([H])c2F)nc2c(C([H])([H])C([H])([H])[H])c([H])nn12
SCZ_2R3N_A_501,[H]c1nc([H])c(C([H])([H])N([H])c2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc3c(C4([H])C([H])([H])C4([H])[H])c([H])nn23)c([H])c1[H]
SD1_3MNR_P_233,[H]c1c([H])c(-n2c(C([H])([H])[H])c([H])c3c2C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C3=O)c([H])c(N([H])c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c1C(=O)N([H])[H]
SD4_4R4Y_A_301,[H]ON([H])C(=O)C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
SD5_5M7E_B_505,[H]c1nc(N([H])[H])c([H])c(C(F)(F)F)c1-c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H]
SDV_6ET4_A_503,[H]c1nn(-c2c([H])c([H])c([H])c([H])c2F)c2c1[C@]([H])(N([H])C(=O)c1onc3c([H])c([H])c([H])c([H])c13)C([H])([H])C([H])([H])C2([H])[H]
SFF_4K1L_B_301,[H]N(C1=NS(=O)(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])O1)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
SFF_4K26_A_301,[H]N(C1=NS(=O)(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])O1)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
SFY_4HWK_B_806,[H]c1nc(N([H])S(=O)(=O)c2c([H])c([H])c(N([H])[H])c([H])c2[H])c([H])c([H])c1[H]
SGV_4TNB_A_601,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c(C(=O)N([H])[H])c3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
SHA_1CK6_A_900,[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)N([H])O[H]
SHG_2IGO_B_802,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[H])[C@]([H])(F)[C@@]([H])(O[H])[C@]1([H])O[H]
SIB_2PLM_A_408,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
SJ5_5Z19_F_701,[H]O[C@]1([H])[C@@]([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]1([H])O[H]
SJ5_5Z1A_A_701,[H]O[C@]1([H])[C@@]([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]1([H])O[H]
SJJ_4AFJ_B_1392,[H]c1nc(C(=O)N([H])C([H])([H])c2c([H])c([H])nc([H])c2[H])c(-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])o1
SJR_5AF9_H_1250,[H]c1nc(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c([H])c1[H]
SK7_4JBX_A_601,[H]OC([H])([H])C(=C([H])c1c(C([H])([H])[H])c(=O)n([H])c(=O)n1C([H])([H])[H])C([H])([H])O[H]
SK8_4LL5_A_401,[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c(F)c([H])c3[H])nc3n2C([H])([H])C([H])([H])S3)c1[H]
SKE_3AMA_A_351,[H]c1c([H])c(F)c(C(=O)n2nc(N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])nc2N([H])[H])c(F)c1[H]
SKE_4QMU_A_401,[H]c1c([H])c(F)c(C(=O)n2nc(N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])nc2N([H])[H])c(F)c1[H]
SKE_5DT0_A_401,[H]c1c([H])c(F)c(C(=O)n2nc(N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])nc2N([H])[H])c(F)c1[H]
SKE_5USZ_A_901,[H]c1c([H])c(F)c(C(=O)n2nc(N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])nc2N([H])[H])c(F)c1[H]
SKE_6P10_B_802,[H]c1c([H])c(F)c(C(=O)n2nc(N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])nc2N([H])[H])c(F)c1[H]
SLM_2XWO_A_1309,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@](O[H])(C(=O)N([H])[H])C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H]
SMD_2WW1_A_801,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(S[C@]2([H])[C@@]([H])(OC([H])([H])[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SME_3MMH_A_168,[H]C([H])([H])[S@@+]([O-])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
SNL_3VHU_A_1001,[H]C1=C2C([H])([H])[C@@]([H])(SC(=O)C([H])([H])[H])[C@]3([H])[C@]([H])(C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]5(OC(=O)C([H])([H])C5([H])[H])C([H])([H])C([H])([H])[C@]43[H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O
SNU_3VQ7_B_304,[H]c1c([H])c(-n2c([H])c([H])c([H])c2[H])c([H])c([H])c1N([H])[H]
SNW_5L9I_B_401,[H]O[C@]1(C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SNW_5LOM_A_301,[H]O[C@]1(C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SNW_6HQH_A_301,[H]O[C@]1(C([H])([H])[N+]([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)N([H])[H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SNY_3P9I_A_601,[H]Oc1c(OC([H])([H])[H])c([H])c(/C([H])=C(\[H])C([H])=O)c([H])c1OC([H])([H])[H]
SOE_3AI3_G_264,[H]OC([H])([H])[C@@]1(O[H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SOE_4PGL_A_504,[H]OC([H])([H])[C@@]1(O[H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SOE_6A3J_A_402,[H]OC([H])([H])[C@@]1(O[H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SOG_3VHZ_A_430,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
SOR_2VFT_A_1419,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]
SOR_5A06_A_1342,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H]
SP6_2OW9_A_501,[H]c1c([H])c([H])c(C([H])([H])OC(=O)c2[s+]c3c([H])c([O-])n(C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])c(=O)n3c2[H])c([H])c1[H]
SQZ_5X8I_B_501,[H]c1nc2c([H])c(-c3c([H])c([H])c4nc([H])c5nnn([C@]([H])(c6c([H])c([H])c(F)c([H])c6[H])C([H])([H])[H])c5c4c3[H])c([H])c([H])c2o1
SR1_1Z5N_B_235,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])SC([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
SR1_2PUN_A_998,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])SC([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
SR1_2PYW_A_998,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])SC([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
SR1_4RY8_D_401,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])SC([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
